raw_name,grade,status,condition,stock,auction_price,scan_order,scanned_at,scan_marker,scan_session_id,screen_no,screen_item_no,source_bounds,source_hash,source_text
samsung GALAXY A55 256GB,AE,Terdaftar,Produk Only,1,3460000,101,2026-07-07 17:49:53,S0026-I05-O0101,20260707-174824,26,5,"[0,1266][1200,1517]",736ad90ea484,"samsung GALAXY A55 256GB AE (Terdaftar) Produk Only Stok : 1 Harga Lelang IDR 3,460,000"
samsung GALAXY A55 256GB,AF,Terdaftar,Produk Only,1,3150000,102,2026-07-07 17:49:53,S0026-I06-O0102,20260707-174824,26,6,"[0,1517][1200,1768]",c8ed78f435bf,"samsung GALAXY A55 256GB AF (Terdaftar) Produk Only Stok : 1 Harga Lelang IDR 3,150,000"
samsung GALAXY A55 256GB,AF,Terdaftar,Produk Only,1,3150000,103,2026-07-07 17:49:53,S0026-I07-O0103,20260707-174824,26,7,"[0,1768][1200,1929]",c8ed78f435bf,"samsung GALAXY A55 256GB AF (Terdaftar) Produk Only Stok : 1 Harga Lelang IDR 3,150,000"
samsung GALAXY A55 256GB,AD,Terdaftar,Produk Only,1,3510000,104,2026-07-07 17:49:56,S0027-I04-O0104,20260707-174824,27,4,"[0,985][1200,1236]",bfa35df49a64,"samsung GALAXY A55 256GB AD (Terdaftar) Produk Only Stok : 1 Harga Lelang IDR 3,510,000"
samsung GALAXY A55 256GB,AE,Terdaftar,Produk Only,1,3460000,105,2026-07-07 17:49:56,S0027-I05-O0105,20260707-174824,27,5,"[0,1236][1200,1487]",736ad90ea484,"samsung GALAXY A55 256GB AE (Terdaftar) Produk Only Stok : 1 Harga Lelang IDR 3,460,000"
Image Not Found samsung GALAXY A54 5G 256GB,AI,Terdaftar,Produk Only,1,1570000,106,2026-07-07 17:49:56,S0027-I06-O0106,20260707-174824,27,6,"[0,1487][1200,1738]",fc6b3dd016f8,"Image Not Found samsung GALAXY A54 5G 256GB AI (Terdaftar) Produk Only Stok : 1 Harga Lelang IDR 1,570,000"
samsung GALAXY A55 256GB,AD,Terdaftar,Full Set,1,3660000,107,2026-07-07 17:49:56,S0027-I07-O0107,20260707-174824,27,7,"[0,1738][1200,1929]",d4d88eebd5a0,"samsung GALAXY A55 256GB AD (Terdaftar) Fullset Stok : 1 Harga Lelang IDR 3,660,000"
samsung GALAXY A55 256GB,AD,Terdaftar,Produk Only,1,3510000,108,2026-07-07 17:50:00,S0028-I04-O0108,20260707-174824,28,4,"[0,957][1200,1208]",bfa35df49a64,"samsung GALAXY A55 256GB AD (Terdaftar) Produk Only Stok : 1 Harga Lelang IDR 3,510,000"
samsung GALAXY A54 5G 128GB,AE,Terdaftar,Produk Only,1,2300000,109,2026-07-07 17:50:00,S0028-I05-O0109,20260707-174824,28,5,"[0,1208][1200,1460]",40d3f4f4f13e,"samsung GALAXY A54 5G 128GB AE (Terdaftar) Produk Only Stok : 1 Harga Lelang IDR 2,300,000"
samsung GALAXY A54 5G 256GB,AG,Terdaftar,Produk Only,1,2020000,110,2026-07-07 17:50:00,S0028-I06-O0110,20260707-174824,28,6,"[0,1460][1200,1711]",43d4dd8a58ce,"samsung GALAXY A54 5G 256GB AG (Terdaftar) Produk Only Stok : 1 Harga Lelang IDR 2,020,000"
samsung GALAXY A52S 256GB,AH,Terdaftar,Produk Only,1,1040000,111,2026-07-07 17:50:00,S0028-I07-O0111,20260707-174824,28,7,"[0,1711][1200,1929]",5dad43576cfa,"samsung GALAXY A52S 256GB AH (Terdaftar) Produk Only Stok : 1 Harga Lelang IDR 1,040,000"
samsung GALAXY A54 5G 256GB,AD,Terdaftar,Produk Only,1,2750000,112,2026-07-07 17:50:03,S0029-I04-O0112,20260707-174824,29,4,"[0,928][1200,1179]",b11fea8f0f4f,"samsung GALAXY A54 5G 256GB AD (Terdaftar) Produk Only Stok : 1 Harga Lelang IDR 2,750,000"
samsung GALAXY A54 5G 256GB,AD,Terdaftar,Produk Only,1,2750000,113,2026-07-07 17:50:03,S0029-I05-O0113,20260707-174824,29,5,"[0,1179][1200,1430]",b11fea8f0f4f,"samsung GALAXY A54 5G 256GB AD (Terdaftar) Produk Only Stok : 1 Harga Lelang IDR 2,750,000"
samsung GALAXY A52S 128GB,AF,Terdaftar,Produk Only,1,1560000,114,2026-07-07 17:50:03,S0029-I06-O0114,20260707-174824,29,6,"[0,1430][1200,1681]",96f61363a51e,"samsung GALAXY A52S 128GB AF (Terdaftar) Produk Only Stok : 1 Harga Lelang IDR 1,560,000"
samsung GALAXY A52S 256GB,AG,Terdaftar,Produk Only,1,1260000,115,2026-07-07 17:50:03,S0029-I07-O0115,20260707-174824,29,7,"[0,1681][1200,1929]",b80834a2e82c,"samsung GALAXY A52S 256GB AG (Terdaftar) Produk Only Stok : 1 Harga Lelang IDR 1,260,000"
samsung GALAXY A52 256GB,AJ,Terdaftar,Produk Only,1,780000,116,2026-07-07 17:50:06,S0030-I04-O0116,20260707-174824,30,4,"[0,898][1200,1149]",cd75dd6d76f6,"samsung GALAXY A52 256GB AJ (Terdaftar) Produk Only Stok : 1 Harga Lelang IDR 780,000"
samsung GALAXY A52 128GB,AJ,Terdaftar,Produk Only,1,720000,117,2026-07-07 17:50:06,S0030-I05-O0117,20260707-174824,30,5,"[0,1149][1200,1400]",f3fb3b811698,"samsung GALAXY A52 128GB AJ (Terdaftar) Produk Only Stok : 1 Harga Lelang IDR 720,000"
samsung GALAXY A52 128GB,AJ,Terdaftar,Produk Only,1,720000,118,2026-07-07 17:50:06,S0030-I06-O0118,20260707-174824,30,6,"[0,1400][1200,1651]",f3fb3b811698,"samsung GALAXY A52 128GB AJ (Terdaftar) Produk Only Stok : 1 Harga Lelang IDR 720,000"
samsung GALAXY A52 128GB,AG,Terdaftar,Produk Only,1,1130000,119,2026-07-07 17:50:06,S0030-I07-O0119,20260707-174824,30,7,"[0,1651][1200,1903]",51117843029e,"samsung GALAXY A52 128GB AG (Terdaftar) Produk Only Stok : 1 Harga Lelang IDR 1,130,000"
samsung GALAXY A52 128GB,AI,Terdaftar,Produk Only,1,780000,120,2026-07-07 17:50:09,S0031-I07-O0120,20260707-174824,31,7,"[0,1614][1200,1865]",de4c589230bb,"samsung GALAXY A52 128GB AI (Terdaftar) Produk Only Stok : 1 Harga Lelang IDR 780,000"
samsung GALAXY A21S 128GB,AJ,Terdaftar,Produk Only,1,300000,121,2026-07-07 17:50:13,S0032-I04-O0121,20260707-174824,32,4,"[0,820][1200,1072]",113ef8239927,"samsung GALAXY A21S 128GB AJ (Terdaftar) Produk Only Stok : 1 Harga Lelang IDR 300,000"
samsung GALAXY A22 4G 128GB,AG,Terdaftar,Produk Only,1,680000,122,2026-07-07 17:50:13,S0032-I05-O0122,20260707-174824,32,5,"[0,1072][1200,1323]",70d47cc07c34,"samsung GALAXY A22 4G 128GB AG (Terdaftar) Produk Only Stok : 1 Harga Lelang IDR 680,000"
samsung GALAXY A22 4G 128GB,AG,Terdaftar,Produk Only,1,680000,123,2026-07-07 17:50:13,S0032-I06-O0123,20260707-174824,32,6,"[0,1323][1200,1574]",70d47cc07c34,"samsung GALAXY A22 4G 128GB AG (Terdaftar) Produk Only Stok : 1 Harga Lelang IDR 680,000"
samsung GALAXY A16 4G 128GB,AJ,Terdaftar,Produk Only,1,800000,124,2026-07-07 17:50:13,S0032-I07-O0124,20260707-174824,32,7,"[0,1574][1200,1825]",7bca0012497f,"samsung GALAXY A16 4G 128GB AJ (Terdaftar) Produk Only Stok : 1 Harga Lelang IDR 800,000"
samsung GALAXY A16 5G 256GB,AF,Terdaftar,Produk Only,1,1820000,125,2026-07-07 17:50:13,S0032-I08-O0125,20260707-174824,32,8,"[0,1825][1200,1929]",b17680e14456,"samsung GALAXY A16 5G 256GB AF (Terdaftar) Produk Only Stok : 1 Harga Lelang IDR 1,820,000"
samsung GALAXY A15 5G 256GB,AG,Terdaftar,Produk Only,1,1280000,126,2026-07-07 17:50:17,S0033-I05-O0126,20260707-174824,33,5,"[0,1042][1200,1293]",6e661356d8ad,"samsung GALAXY A15 5G 256GB AG (Terdaftar) Produk Only Stok : 1 Harga Lelang IDR 1,280,000"
samsung GALAXY A15 5G 256GB,AJ,Terdaftar,Produk Only,1,1010000,127,2026-07-07 17:50:17,S0033-I06-O0127,20260707-174824,33,6,"[0,1293][1200,1544]",71500c5af8ab,"samsung GALAXY A15 5G 256GB AJ (Terdaftar) Produk Only Stok : 1 Harga Lelang IDR 1,010,000"
samsung GALAXY A16 4G 128GB,AG,Terdaftar,Produk Only,1,1130000,128,2026-07-07 17:50:17,S0033-I07-O0128,20260707-174824,33,7,"[0,1544][1200,1795]",b3047a01c5af,"samsung GALAXY A16 4G 128GB AG (Terdaftar) Produk Only Stok : 1 Harga Lelang IDR 1,130,000"
samsung GALAXY A15 4G 128GB,AJ,Terdaftar,Produk Only,1,790000,129,2026-07-07 17:50:17,S0033-I08-O0129,20260707-174824,33,8,"[0,1795][1200,1929]",9666a45c3d34,"samsung GALAXY A15 4G 128GB AJ (Terdaftar) Produk Only Stok : 1 Harga Lelang IDR 790,000"
samsung GALAXY A15 5G 256GB,AF,Terdaftar,Produk Only,1,1560000,130,2026-07-07 17:50:20,S0034-I04-O0130,20260707-174824,34,4,"[0,1012][1200,1263]",b4b5151b791c,"samsung GALAXY A15 5G 256GB AF (Terdaftar) Produk Only Stok : 1 Harga Lelang IDR 1,560,000"
samsung GALAXY A14 5G 128GB,AG,Terdaftar,Produk Only,1,900000,131,2026-07-07 17:50:20,S0034-I05-O0131,20260707-174824,34,5,"[0,1263][1200,1515]",81c340f956c6,"samsung GALAXY A14 5G 128GB AG (Terdaftar) Produk Only Stok : 1 Harga Lelang IDR 900,000"
samsung GALAXY A15 4G 128GB,AG,Terdaftar,Produk Only,1,1040000,132,2026-07-07 17:50:20,S0034-I06-O0132,20260707-174824,34,6,"[0,1515][1200,1766]",c5e955662984,"samsung GALAXY A15 4G 128GB AG (Terdaftar) Produk Only Stok : 1 Harga Lelang IDR 1,040,000"
samsung GALAXY A15 4G 128GB,AJ,Terdaftar,Produk Only,1,790000,133,2026-07-07 17:50:20,S0034-I07-O0133,20260707-174824,34,7,"[0,1766][1200,1929]",9666a45c3d34,"samsung GALAXY A15 4G 128GB AJ (Terdaftar) Produk Only Stok : 1 Harga Lelang IDR 790,000"
samsung GALAXY A14 5G 128GB,AD,Terdaftar,Produk Only,1,1030000,134,2026-07-07 17:50:24,S0035-I04-O0134,20260707-174824,35,4,"[0,983][1200,1234]",c7c7f76c3d2a,"samsung GALAXY A14 5G 128GB AD (Terdaftar) Produk Only Stok : 1 Harga Lelang IDR 1,030,000"
samsung GALAXY A14 5G 128GB,AE,Terdaftar,Produk Only,1,1020000,135,2026-07-07 17:50:24,S0035-I05-O0135,20260707-174824,35,5,"[0,1234][1200,1485]",639d3af4a1fd,"samsung GALAXY A14 5G 128GB AE (Terdaftar) Produk Only Stok : 1 Harga Lelang IDR 1,020,000"
samsung GALAXY A13 128GB,AJ,Terdaftar,Produk Only,1,630000,136,2026-07-07 17:50:24,S0035-I06-O0136,20260707-174824,35,6,"[0,1485][1200,1736]",8545e161c103,"samsung GALAXY A13 128GB AJ (Terdaftar) Produk Only Stok : 1 Harga Lelang IDR 630,000"
samsung GALAXY A13 128GB,AJ,Terdaftar,Produk Only,1,630000,137,2026-07-07 17:50:24,S0035-I07-O0137,20260707-174824,35,7,"[0,1736][1200,1929]",8545e161c103,"samsung GALAXY A13 128GB AJ (Terdaftar) Produk Only Stok : 1 Harga Lelang IDR 630,000"
samsung GALAXY A13 128GB,AJ,Terdaftar,Produk Only,1,630000,138,2026-07-07 17:50:27,S0036-I04-O0138,20260707-174824,36,4,"[0,953][1200,1204]",8545e161c103,"samsung GALAXY A13 128GB AJ (Terdaftar) Produk Only Stok : 1 Harga Lelang IDR 630,000"
samsung GALAXY A13 128GB,AG,Terdaftar,Produk Only,1,840000,139,2026-07-07 17:50:27,S0036-I05-O0139,20260707-174824,36,5,"[0,1204][1200,1455]",e84dd0323cea,"samsung GALAXY A13 128GB AG (Terdaftar) Produk Only Stok : 1 Harga Lelang IDR 840,000"
samsung GALAXY A13 128GB,AG,Terdaftar,Produk Only,1,840000,140,2026-07-07 17:50:27,S0036-I06-O0140,20260707-174824,36,6,"[0,1455][1200,1707]",e84dd0323cea,"samsung GALAXY A13 128GB AG (Terdaftar) Produk Only Stok : 1 Harga Lelang IDR 840,000"
samsung GALAXY A12 128GB,AJ,Terdaftar,Produk Only,1,410000,141,2026-07-07 17:50:27,S0036-I07-O0141,20260707-174824,36,7,"[0,1707][1200,1929]",f0657ff8cc54,"samsung GALAXY A12 128GB AJ (Terdaftar) Produk Only Stok : 1 Harga Lelang IDR 410,000"
samsung GALAXY A12 128GB,AJ,Terdaftar,Produk Only,1,410000,142,2026-07-07 17:50:30,S0037-I04-O0142,20260707-174824,37,4,"[0,925][1200,1177]",f0657ff8cc54,"samsung GALAXY A12 128GB AJ (Terdaftar) Produk Only Stok : 1 Harga Lelang IDR 410,000"
samsung GALAXY A13 128GB,AD,Terdaftar,Produk Only,1,1030000,143,2026-07-07 17:50:30,S0037-I05-O0143,20260707-174824,37,5,"[0,1177][1200,1428]",35f86efdea38,"samsung GALAXY A13 128GB AD (Terdaftar) Produk Only Stok : 1 Harga Lelang IDR 1,030,000"
samsung GALAXY A12 128GB,AG,Terdaftar,Produk Only,1,600000,144,2026-07-07 17:50:30,S0037-I06-O0144,20260707-174824,37,6,"[0,1428][1200,1679]",99404833f522,"samsung GALAXY A12 128GB AG (Terdaftar) Produk Only Stok : 1 Harga Lelang IDR 600,000"
samsung GALAXY A12 128GB,AJ,Terdaftar,Produk Only,1,410000,145,2026-07-07 17:50:30,S0037-I07-O0145,20260707-174824,37,7,"[0,1679][1200,1929]",f0657ff8cc54,"samsung GALAXY A12 128GB AJ (Terdaftar) Produk Only Stok : 1 Harga Lelang IDR 410,000"
samsung GALAXY A12 128GB,AG,Terdaftar,Produk Only,1,600000,146,2026-07-07 17:50:33,S0038-I04-O0146,20260707-174824,38,4,"[0,898][1200,1149]",99404833f522,"samsung GALAXY A12 128GB AG (Terdaftar) Produk Only Stok : 1 Harga Lelang IDR 600,000"
samsung GALAXY A12 128GB,AG,Terdaftar,Produk Only,1,600000,147,2026-07-07 17:50:33,S0038-I05-O0147,20260707-174824,38,5,"[0,1149][1200,1400]",99404833f522,"samsung GALAXY A12 128GB AG (Terdaftar) Produk Only Stok : 1 Harga Lelang IDR 600,000"
samsung GALAXY A10 32GB,AI,Terdaftar,Produk Only,1,190000,148,2026-07-07 17:50:33,S0038-I06-O0148,20260707-174824,38,6,"[0,1400][1200,1651]",36804424d7f3,"samsung GALAXY A10 32GB AI (Terdaftar) Produk Only Stok : 1 Harga Lelang IDR 190,000"
samsung GALAXY A11 32GB,AJ,International,Produk Only,1,240000,149,2026-07-07 17:50:33,S0038-I07-O0149,20260707-174824,38,7,"[0,1651][1200,1903]",3f920fc9b427,"samsung GALAXY A11 32GB AJ (International ) Produk Only Stok : 1 Harga Lelang IDR 240,000"
samsung GALAXY A11 32GB,AJ,Terdaftar,Produk Only,1,240000,150,2026-07-07 17:50:36,S0039-I07-O0150,20260707-174824,39,7,"[0,1615][1200,1867]",c90329d27472,"samsung GALAXY A11 32GB AJ (Terdaftar) Produk Only Stok : 1 Harga Lelang IDR 240,000"
